date,open,high,low,close,volume,bb_bbh,bb_bbl,bb_bbm,ATR,ROCI_10,ROCI_20,ROCI_40,ROCI_60,ROCI_120,close_change
2011-05-03,1.4829,1.4889,1.4754,1.4824,69696,1.4907731521569325,1.417716847843067,1.4542449999999998,0.012942524372500014,3.440094899169625,4.262202841468561,0.0,0.0,0.0,0
2011-05-04,1.4824,1.4938,1.4775,1.4826,77608,1.493884262403551,1.4195557375964485,1.4567199999999998,0.013110398153875014,2.1004063081055007,3.4540506594096625,0.0,0.0,0.0,1
2011-05-05,1.4826,1.4898,1.4509999999999998,1.4537,83324,1.4930848451701142,1.4226851548298856,1.4578849999999999,0.01439487824618127,-0.0893470790378061,1.6289149888143246,0.0,0.0,0.0,0
2011-05-06,1.4537,1.4587,1.4312,1.4313,95919,1.4939014378449893,1.4201785621550105,1.45704,0.01505013433387221,-1.6964285714285674,-1.1669658886894019,0.0,0.0,0.0,0
2011-05-09,1.4361,1.4441,1.4255,1.4365,87623,1.4941801370911436,1.4192298629088562,1.456705,0.015227627617178599,-1.4611057758265793,-0.46424611973391966,0.0,0.0,0.0,1
2011-05-10,1.4365,1.4412,1.4269999999999998,1.4409,96552,1.494281097030545,1.4184389029694544,1.4563599999999997,0.01517624623631968,-1.6249061241209684,-0.4765851636966367,0.0,0.0,0.0,1
2011-05-11,1.4409,1.4423,1.4172,1.4191,96469,1.4960895909070486,1.4141404090929508,1.4551149999999997,0.01567243392450369,-3.926612957822764,-1.7243767313019336,0.0,0.0,0.0,0
2011-05-12,1.4191,1.4276,1.4123,1.4245,97386,1.4969457479312258,1.4108742520687738,1.4539099999999998,0.015653812228278496,-3.8993456115496086,-1.663675272677068,0.0,0.0,0.0,1
2011-05-13,1.4245,1.4339,1.4067,1.4117,94037,1.4989808267136664,1.4057191732863328,1.4523499999999996,0.016231121616864568,-4.653518843712006,-2.1623120105343485,0.0,0.0,0.0,0
2011-05-16,1.409,1.4244,1.4048,1.4159,91376,1.4995901176963657,1.4044298823036339,1.4520099999999998,0.016399565536021343,-4.518173848540035,-0.4779644338230224,0.0,0.0,0.0,1
2011-05-17,1.4157,1.4238,1.4121,1.4236,96279,1.500041423285994,1.4030285767140056,1.4515349999999998,0.01616458725922028,-3.96654074473826,-0.6628986114018606,0.0,0.0,0.0,1
2011-05-18,1.4236,1.4286,1.4195,1.4247,88670,1.5000581368025703,1.4002718631974291,1.4501649999999997,0.01581135789625927,-3.9053014973694755,-1.886922388265262,0.0,0.0,0.0,1
2011-05-19,1.4248,1.4324,1.4206,1.4308,89419,1.4994900759374121,1.3984199240625874,1.4489549999999998,0.015610790001446297,-1.575290637683148,-1.6632302405498278,0.0,0.0,0.0,1
2011-05-20,1.4308,1.4345,1.4132,1.4155,86334,1.4993829541589414,1.3944770458410582,1.4469299999999998,0.015895250501373987,-1.1038915671068283,-2.7815934065934056,0.0,0.0,0.0,0
2011-05-23,1.4125,1.4145,1.3969,1.4047,96354,1.4995575424523875,1.3889924575476125,1.444275,0.016030487976305286,-2.213713887922036,-3.642474962271911,0.0,0.0,0.0,0
2011-05-24,1.4047,1.4132,1.4002,1.4099,91291,1.497917808550125,1.385152191449875,1.441535,0.015878963577490027,-2.1514331320702436,-3.741380487471835,-0.09919931977609778,0.0,0.0,1
2011-05-25,1.4099,1.4118,1.4013,1.4087,91075,1.4937467274583491,1.382483272541651,1.438115,0.015610015398615524,-0.7328588542033658,-4.63069528129443,-0.27608664873283406,0.0,0.0,0
2011-05-26,1.4087,1.4206,1.4067,1.4143,126770,1.4873611499067128,1.3820688500932876,1.4347150000000002,0.01552451462868475,-0.7160407160407307,-4.587465425352497,-0.21871031466065347,0.0,0.0,1
2011-05-27,1.4143,1.4322,1.4124,1.4317,97563,1.480523874455841,1.3840161255441592,1.4322700000000002,0.015738288897250503,1.4167316001983437,-3.302715115493715,0.5831108613179693,0.0,0.0,1
2011-05-30,1.4321,1.4323,1.4257,1.4281,56310,1.4718289881675681,1.3872310118324322,1.4295300000000002,0.015281374452387975,0.861642771382159,-3.6954615955222994,0.443100295400195,0.0,0.0,0
2011-05-31,1.4281,1.4424,1.4278,1.4396,87315,1.4624915612188414,1.392288438781159,1.4273900000000002,0.015247305729768573,1.1239112110143308,-2.8872099298434937,1.2519341679561147,0.0,0.0,1
2011-06-01,1.4396,1.4458,1.432,1.4327,88286,1.449455738995398,1.4003342610046021,1.424895,0.015174940443280147,0.5615217238716927,-3.3657088897881984,-0.027911520480075076,0.0,0.0,0
2011-06-02,1.4328,1.4512,1.4308,1.449,85431,1.448181768640986,1.4011382313590142,1.42466,0.015436193421116138,1.272015655577299,-0.32331292563802205,1.3003355704698107,0.0,0.0,1
2011-06-03,1.449,1.4642,1.4451,1.4633,84856,1.4551187179202414,1.3974012820797588,1.42626,0.015619383750060325,3.376898622394918,2.2357297561657252,1.042673663858591,0.0,0.0,1
2011-06-06,1.4612,1.4657,1.4557,1.4575,89888,1.4589743585123727,1.3956456414876275,1.42731,0.01533841456255731,3.758809710258415,1.4618865297598265,0.990853658536584,0.0,0.0,0
2011-06-07,1.4575,1.4695,1.4563,1.469,89196,1.4648454456103168,1.3925845543896835,1.4287150000000002,0.01523149383442945,4.1917866515355815,1.950170032618503,1.4642906478795488,0.0,0.0,1
2011-06-08,1.4691,1.4694,1.4564,1.4582,88930,1.468689789583848,1.3926502104161527,1.4306700000000003,0.015119919142707983,3.5138780435862764,2.7552674230145806,0.9833795013850409,0.0,0.0,0
2011-06-09,1.4583,1.4647,1.4477,1.4509,83562,1.4708843646303686,1.393095635369632,1.4319900000000003,0.015213923185572579,2.5878526479530644,1.8532818532818518,0.1587739886787221,0.0,0.0,0
2011-06-10,1.4509,1.455,1.4322,1.4343,84465,1.4708876369395818,1.395352363060419,1.4331200000000004,0.015593227026293958,0.1816022909827433,1.6009067082241237,-0.5960219003396052,0.0,0.0,0
2011-07-14,1.4204,1.4247,1.4114,1.4144,18563,1.4709548127138616,1.395135187286139,1.4330450000000003,0.015958565674979254,-0.9593165744695628,-0.10593968500599159,-0.5833977648133811,0.0,0.0,0
2011-07-15,1.4145,1.4197,1.409,1.4156,24180,1.4711097617957016,1.3941802382042991,1.4326450000000004,0.01569563739123029,-1.6671297582661864,-0.5619556055071654,-1.2211290210034242,0.0,0.0,1
2011-07-18,1.412,1.4132,1.4012,1.4102,24527,1.471487238973677,1.3923527610263235,1.4319200000000003,0.015630855521668773,-1.5704613666503935,-1.017758124517455,-2.8854762068728084,0.0,0.0,0
2011-07-19,1.4101,1.4215,1.4066,1.4153,24414,1.4713713334148175,1.3909186665851831,1.4311450000000003,0.015594312745585332,-2.3257418909592866,-1.0833100363433092,-2.728522336769764,0.0,0.0,1
2011-07-20,1.4152,1.4238,1.4131,1.4219,21843,1.471288223124203,1.3916417768757974,1.4314650000000002,0.015349597108306062,-2.829221622360425,0.4521370540445045,-2.3420329670329685,0.0,0.0,1
2011-07-21,1.4218,1.4436,1.4137,1.4417,30103,1.471392251739064,1.3952377482609366,1.4333150000000003,0.01607711725289076,-1.0840480274442563,2.634014380294719,-1.104403896282069,0.0,0.0,1
2011-07-22,1.4418,1.4435,1.4322,1.4355,21027,1.4711275320775887,1.3980624679224118,1.4345950000000003,0.015838261390246224,-2.280462899931932,1.8157316121710807,-1.9935823035433806,1.7147310989867497,0.0,0
2011-07-25,1.4402,1.4405,1.4323,1.4375,19704,1.4705879897403982,1.4014820102596026,1.4360350000000004,0.015456348320733912,-1.4195583596214472,2.0444381344501976,-2.6809288470652004,1.7627070649865442,0.0,1
2011-07-26,1.4376,1.4524,1.4355,1.4513,21886,1.4715352763733085,1.404234723626692,1.4378850000000003,0.015528530904697213,0.02756909504445213,2.616135190553641,-2.0913445321459836,2.3917031183857795,0.0,1
2011-07-27,1.4509999999999998,1.4534,1.4337,1.4366,23117,1.4716677458992111,1.4045922541007896,1.4381300000000004,0.015737104359462357,0.1603569685561034,0.34225047146749504,-2.9717682020802254,0.9273570324575032,0.0,0
2011-07-28,1.4367,1.4398,1.4252,1.4326,22780,1.471680274192421,1.4050297258075795,1.4383550000000003,0.015680249141489237,1.2867647058823524,0.3151039843148358,-3.3920021579337787,0.7596005064003476,0.0,0
2011-07-29,1.4325,1.4411,1.4227,1.4394,26181,1.4716688938301041,1.4050211061698967,1.4383450000000004,0.015816236684414776,1.6812658943204324,-0.013892747985550012,-2.900701565029677,1.2378674919116655,0.0,1
2011-08-01,1.4357,1.4452,1.4344,1.4446,11740,1.4722644294774876,1.405615570522513,1.4389400000000003,0.015565424850194043,2.439370302084826,0.8305995672506471,-2.563064886011049,0.8024562138022514,0.0,1
2011-08-02,1.42497,1.42825,1.41509,1.42026,137649,1.4714412598846793,1.403564740115321,1.4375030000000002,0.01626265360768435,0.3504557337666979,-1.9834368530020696,-2.3003370709224678,-0.7088926174496516,0.0,0
2011-08-03,1.42025,1.43439,1.41435,1.43223,110909,1.4678025359463591,1.4040964640536413,1.4359495000000002,0.016451520927300133,0.7264927210070997,-2.123282990500933,0.06497589603855762,-1.1027482391934844,0.0,1
2011-08-04,1.43222,1.43716,1.40891,1.40935,155263,1.4657918611469887,1.401292138853012,1.4335420000000003,0.017041444880935123,-2.243878754248448,-3.3036020583190338,-1.8900104420466417,-2.345482261640794,0.0,0
2011-08-05,1.40936,1.4297600000000001,1.40554,1.4279700000000002,133070,1.4593826927965523,1.4035983072034481,1.4314905000000002,0.017400372636888373,-0.5245559038662357,-2.7930565010210957,-0.897355819279609,-1.3696643182759907,0.0,1
2011-08-08,1.43797,1.44015,1.41297,1.4177899999999999,152679,1.4550923730360803,1.4038476269639202,1.4294700000000002,0.017889354005043955,-1.3711304347826168,-2.7712247976957936,-0.09231202875062676,-1.815096952908592,0.0,0
2011-08-09,1.4178,1.43759,1.41521,1.4374799999999999,171422,1.4527925007033164,1.4048054992966839,1.4287990000000002,0.01811388630479175,-0.9522497071591101,-0.9249431387414853,0.9111969111968949,-0.7676377191771531,0.0,1
2011-08-10,1.4169100000000001,1.42377,1.4168,1.41769,13757,1.4522904845201836,1.4036465154798168,1.4279685000000002,0.018242191989552153,-1.3163023806209246,-1.1580561946594168,0.42431111425939927,-1.7471758264606123,0.0,0
2011-08-11,1.41762,1.42935,1.41021,1.4239600000000001,251895,1.4520481476331644,1.404844852366836,1.4284465000000002,0.018287082390074545,-0.6030992600865546,0.6759049773755665,0.5692492407656035,0.08856399803191388,0.0,1
2011-08-12,1.4238899999999999,1.42911,1.4148399999999999,1.4249,216770,1.4518392537277436,1.405983746272257,1.4289115000000003,0.01808622827057083,-1.0073641795192412,0.6569652444193336,0.09131778589491985,-0.5721861698416011,0.0,1
2011-08-15,1.42676,1.4476799999999999,1.42516,1.44433,136043,1.452789046524692,1.4084469534753088,1.4306180000000004,0.018320916857042277,-0.018690294891334246,2.4202240816905403,1.3778339299501519,-0.5350871152124548,0.0,1
2011-08-16,1.4394,1.4469999999999998,1.4375,1.4397,9817,1.4531727140594866,1.4105032859405142,1.4318380000000004,0.017879871014190155,1.368763465844275,1.724016109658728,0.6220296337713103,-1.0515463917525836,0.0,0
2011-08-17,1.4398,1.4515,1.4323,1.4423,23694,1.4541452342966399,1.4115707657033605,1.4328580000000002,0.017945877463480652,0.7030993625325558,1.4347000492299018,1.8933239138113696,-0.940934065934069,0.0,1
2011-08-18,1.4422,1.445,1.4269,1.432,28578,1.4532707626553667,1.4114752373446335,1.4323730000000001,0.01795358359030662,1.607123851420856,-0.6728168134840842,1.9434754751904235,-1.7697900946631941,0.0,0
2011-08-19,1.4322,1.4451,1.4257,1.4391,29369,1.4536167547460093,1.4114892452539907,1.432553,0.018025904410791292,0.7794281392466131,0.25078369905956444,2.071068870132642,-1.747798183928439,0.0,1
2011-08-22,1.4374,1.4432,1.4345,1.4355,22763,1.4534407145968788,1.4114652854031216,1.4324530000000002,0.017559609190251724,1.2491271626968816,-0.1391304347826088,1.902463264002267,-2.816329293886675,0.0,0
2011-08-23,1.4357,1.4498,1.4351,1.4433,23403,1.4518604168936802,1.4122455831063203,1.4320530000000002,0.017416628730739132,0.40487519826363905,-0.5512299317852964,2.0504843385420446,-2.6310463468933363,0.0,1
2011-08-24,1.4432,1.4480000000000002,1.4377,1.4407,22853,1.4523324799185444,1.412183520081456,1.4322580000000003,0.017060797294202186,1.623062869879889,0.2853960740637611,0.6286233149402891,-2.694853437795477,0.0,0
2011-08-25,1.4406,1.4473,1.4326,1.4372,21753,1.4526779584942624,1.412298041505738,1.4324880000000002,0.016942757429492073,0.9298013989156941,0.3210945134720046,0.6372102793922071,-3.0817991772877518,0.0,0
2011-08-26,1.4373,1.4499,1.4327,1.4493,21830,1.4542815408889915,1.4116844591110091,1.4329830000000003,0.016955619558017464,1.7124008702365061,0.6877865777407266,0.6737982772992527,-2.2328656233135393,0.0,1
2011-08-29,1.449,1.4547,1.4463,1.4512,21255,1.455506988465349,1.4111190115346515,1.4333130000000003,0.0165278385801166,0.47565307097409554,0.4568738751211366,1.291268234801421,-2.1179009847565005,0.0,1
2011-08-30,1.4511,1.4531,1.4383,1.4436,20227,1.456256452419989,1.4127035475800114,1.4344800000000002,0.01644144665111078,0.2708897687018139,1.6433610747327896,-0.372670807453421,-0.6947788402008666,0.0,0
2011-08-31,1.4438,1.4467,1.4357,1.4378,20693,1.4565551880741099,1.4129618119258907,1.4347585000000003,0.016169374318555245,-0.31200166400887114,0.38890401681294734,-1.7426365065263498,0.4541326067211591,0.0,0
2011-09-01,1.4377,1.4379,1.4224,1.4257,21539,1.4545421618679173,1.416609838132083,1.4355760000000002,0.016135905602627475,-0.43994413407821037,1.160109270230948,-2.181818181818185,-0.7518273581622097,0.0,0
2011-09-02,1.4259,1.4286,1.4182,1.4202,22296,1.4550577187959783,1.4153172812040222,1.4351875000000003,0.01584911032249611,-1.3133208255159572,-0.5441290783420013,-3.32198774676652,-1.4366021236727158,0.0,0
2011-09-05,1.4158,1.4172,1.4058,1.4093,18208,1.4563871236585453,1.4131388763414556,1.4347630000000005,0.0157766548063713,-1.8251480320445836,-0.5988192891753988,-3.3534494582361782,-0.6905785356916377,0.0,0
2011-09-06,1.4092,1.4252,1.3969999999999998,1.4002,32416,1.4591887036118716,1.4066092963881291,1.4328990000000004,0.016397822066052746,-2.986212152705615,-2.5934273868158155,-3.4943827968847048,-1.7058617058617207,0.0,0
2011-09-07,1.4001,1.4148,1.3992,1.4091,25422,1.4599908803977935,1.4049481196022071,1.4324695000000003,0.016357930962750112,-2.1933782189213624,-0.605915256508819,-1.756954612005849,-0.18417510802577997,0.0,1
2011-09-08,1.4092,1.4094,1.3871,1.3883,25101,1.4641591253974806,1.3972138746025202,1.4306865000000004,0.016655034414612604,-3.4024492067909784,-2.504283828197423,-1.8453054298642542,-1.9492902041104492,0.0,0
2011-09-09,1.3884,1.3935,1.3625,1.3654,29740,1.4716521742210458,1.3837708257789552,1.4277115000000005,0.01737228269388197,-5.789001586973027,-4.175731630289852,-3.546199491381748,-4.088227030064627,0.0,0
2011-09-12,1.3574,1.3692,1.3493,1.3658,32499,1.4745834753708225,1.3729865246291781,1.4237850000000003,0.01749866855918787,-5.884785005512689,-5.4371230951375376,-3.148489575946674,-4.134203692005347,0.0,1
2011-09-13,1.3659,1.3737,1.3556,1.3677,33653,1.4759263051515668,1.3644436948484342,1.4201850000000005,0.01752873513122848,-5.257689110556947,-5.00104188372578,-3.3632445417932657,-4.410120212468559,0.0,1
2011-09-14,1.3678,1.3782,1.3589,1.374,34300,1.4749871830304426,1.358552816969558,1.4167700000000003,0.017617298374667058,-4.437334817081642,-4.735491922623574,-3.3687319783388308,-2.9318262098198424,0.0,1
2011-09-15,1.3739,1.3935,1.3701,1.3880000000000001,29460,1.473638031963153,1.355501968036848,1.4145700000000005,0.0179064334559337,-2.644315073297317,-3.0726256983240097,-3.724769369494337,-1.1888659500249117,0.0,1
2011-09-16,1.3881,1.3882,1.3752,1.3793,25410,1.4714274928464015,1.3517325071535995,1.4115800000000005,0.01766111178313702,-2.879876073792419,-4.155374887082209,-3.915012190874262,-2.1703666926732366,0.0,0
2011-09-19,1.3668,1.3719,1.3585,1.3673,28091,1.4699188493819932,1.346421150618008,1.4081700000000006,0.017818056193980168,-2.9802029376286123,-4.750957854406133,-4.883478260869568,-2.938879818272173,0.0,0
2011-09-20,1.3675,1.3742,1.3591,1.37,33670,1.4661796130916123,1.3428303869083889,1.4045050000000006,0.017682153384281165,-2.156834737894571,-5.078639229543402,-5.601874181768065,-3.1322915930141972,0.0,1
2011-09-21,1.3699,1.3793,1.3556,1.3585,65928,1.4628246876493873,1.3379653123506137,1.4003950000000005,0.01798304571506711,-3.5909445745511306,-5.70555979732075,-5.436447166921902,-5.112802961514279,0.0,0
2011-09-22,1.3583,1.3599,1.3383,1.3454,39771,1.4602034619381556,1.3314065380618456,1.3958050000000006,0.01816389342931376,-3.090110206727664,-6.38741998330087,-6.086835124947658,-5.790911000630207,0.0,0
2011-09-23,1.3456,1.3565,1.3417,1.3496,37524,1.453289179600824,1.3283508203991767,1.3908200000000004,0.017995698757848077,-1.157170060055664,-6.8791830538880925,-6.238710573850223,-6.2517365934982,0.0,1
2011-09-26,1.3518700000000001,1.35491,1.3361299999999998,1.35314,135312,1.4438915492781101,1.3279424507218909,1.3859170000000005,0.018034913819955686,-0.9269292722214009,-6.757166482910697,-6.3311643361484204,-5.553151392475749,0.0,1
2011-09-27,1.35313,1.36665,1.34782,1.35869,120228,1.4343188882638065,1.3290241117361943,1.3816715000000004,0.018074668128957895,-0.6587701981428649,-5.881823219728459,-4.3351217382732825,-6.232574189095936,0.0,1
2011-09-28,1.35856,1.36887,1.3531600000000001,1.35419,101071,1.4246376439526716,1.3303443560473294,1.3774910000000005,0.017956434722509997,-1.4417758369723512,-5.815134232855749,-5.448845506657443,-7.456434087336844,0.0,0
2011-09-29,1.3541,1.36778,1.35184,1.3595899999999999,91613,1.4163562047486755,1.3320147952513255,1.3741855000000005,0.0178556129863845,-2.0468299711815754,-4.637020411026171,-3.530705644446039,-6.717667238421966,0.0,1
2011-09-30,1.35956,1.35996,1.33826,1.3386200000000001,104230,1.409366269370183,1.3308467306298177,1.3701065000000003,0.018047832337065278,-2.949322119915887,-5.744261371637782,-6.257134253520734,-8.87542545949625,0.0,0
2011-10-03,1.33435,1.33798,1.3166,1.31741,120320,1.4068042499265896,1.324219750073411,1.3655120000000003,0.01824644072021202,-3.6487968989980244,-6.520258284254596,-7.0800330091198225,-9.655054176381839,0.0,0
2011-10-04,1.31742,1.33677,1.31449,1.33474,101414,1.4023754113492963,1.322102588650704,1.3622390000000002,0.018448118684201424,-2.573722627737231,-4.6750464219397125,-7.147229874502591,-8.006065200909783,0.0,1
2011-10-05,1.33473,1.3382399999999999,1.3259,1.33467,128955,1.3941314376508682,1.3229035623491323,1.3585175000000003,0.018142712749991345,-1.7541405962458605,-5.2820949542261015,-5.856005191543982,-6.946245555323147,0.0,0
2011-10-06,1.3346799999999999,1.3449200000000001,1.32405,1.34358,122616,1.3896818007621174,1.3228811992378828,1.3562815000000001,0.018279077112491788,-0.1352757544224716,-3.2212057912554983,-5.644821483749551,-5.007070135746614,0.0,1
2011-10-07,1.34359,1.35232,1.33598,1.33771,108644,1.3889596400033808,1.3208343599966197,1.3548970000000002,0.0181821232568672,-0.8810017783046797,-2.027977149553244,-6.1190258965541515,-5.502260525572197,0.0,0
2011-10-10,1.33899,1.3697,1.33765,1.3641299999999998,101916,1.3887768645418104,1.3208501354581899,1.3548135000000001,0.018875517094023835,0.8121849919446497,-0.12227266071167524,-5.552747640774619,-3.26691249468161,0.0,1
2011-10-11,1.36412,1.3682299999999998,1.3564200000000002,1.3638,88355,1.3883275060814602,1.3209094939185406,1.3546185000000004,0.018522241239322626,0.3760975645658648,-0.28515025224830115,-5.271931652427594,-3.6388044937469157,0.0,0
2011-10-12,1.36389,1.3831799999999999,1.35815,1.37907,83932,1.3892302115949,1.3205137884051006,1.3548720000000003,0.01884762917735649,1.8372606502780269,0.3689956331877662,-4.383970047840248,-3.0121668190449347,0.0,1
2011-10-13,1.37906,1.38248,1.3684100000000001,1.37763,103499,1.3869649055354858,1.3217420944645146,1.3543535000000002,0.018608747718488656,1.3268706006958022,-0.7471181556196118,-3.796787709497209,-4.444059096899498,0.0,0
2011-10-14,1.37762,1.38925,1.37229,1.38791,93889,1.3888941834647648,1.3206738165352356,1.3547840000000002,0.018526310332564227,3.682150274162931,0.6242296817226134,-3.5570842887916108,-3.3152211772901445,-1.6573372068305832,1
2011-10-17,1.38669,1.3912799999999999,1.3724399999999999,1.3736,103056,1.389777322277756,1.3204206777222445,1.3550990000000003,0.018541994815936012,4.265186995696098,0.460762085862647,-4.312086381051903,-4.445217391304353,-2.760866487328341,0
2011-10-18,1.3735899999999999,1.3816,1.36516,1.37507,78036,1.390533307196537,1.3201716928034635,1.3553525000000002,0.018436895075139213,3.0215622518243235,0.3700729927007232,-4.727360909027923,-5.25253221249914,-2.98645407083392,1
2011-10-19,1.37506,1.38677,1.37239,1.37585,106880,1.3925067347663014,1.319933265233699,1.3562200000000002,0.018234050321382256,3.0854068796031973,1.2771439087228542,-4.501284098007917,-4.228734512042327,-3.3405929464662067,1
2011-10-20,1.37584,1.38415,1.36551,1.37789,106437,1.394948063427249,1.3207409365727512,1.3578445000000001,0.018254347805313143,2.5536253888864127,2.4148951984540012,-4.126774283328693,-3.8189306156638305,-3.088338725559143,1
2011-10-21,1.3779,1.38999,1.37027,1.38941,74032,1.3991606641393368,1.3205093358606639,1.3598350000000003,0.018327630415047483,3.8648137488693424,2.9497628927089603,-4.132339750224246,-3.4729748506322067,-2.2780981853987847,1
2011-10-24,1.38428,1.39549,1.38209,1.39275,107668,1.403511221351236,1.3201197786487646,1.3618155000000003,0.0180812488942951,2.0980405093356276,2.9272654714220203,-4.027701212789423,-3.5892288522774587,-2.8155746284278913,1
2011-10-25,1.3927200000000002,1.3958700000000002,1.38479,1.39058,96415,1.4069058503767882,1.3199141496232127,1.3634100000000005,0.017731186449580355,1.9636310309429557,2.3471137639932564,-3.672762538099201,-2.089758213284902,-2.783836689038029,0
2011-10-26,1.3906,1.39734,1.37976,1.39046,102281,1.4100350240870017,1.320411975912999,1.3652235000000004,0.01772362712710133,0.8259189163711785,2.6783538499028956,-3.2925302545555666,-2.9164310201573675,-3.9870183676287736,0
2011-10-27,1.39045,1.42455,1.38631,1.41875,105954,1.4185773689874472,1.3177856310125535,1.3681815000000004,0.01874944577074627,2.984836276794208,4.351311792525696,-0.48747983446728005,0.6669741370135064,-1.6941518847006711,1
2011-10-28,1.41877,1.41993,1.41325,1.41464,99603,1.4243165729830953,1.3196484270169053,1.3719825000000003,0.018145973482208956,1.9259173865740518,5.678982833066871,-0.39149415575271157,-0.9334930005532528,-2.2903715982870616,0
2011-10-30,1.41476,1.41535,1.41414,1.41496,581,1.4260278423362258,1.327692157663775,1.3768600000000004,0.017299174808098516,3.011065812463604,7.404680395624751,0.40161782445185545,-0.1996064297251277,-2.011080332409969,1
2011-10-31,1.41497,1.41696,1.38273,1.38588,120581,1.4247245813082092,1.334109418691792,1.3794170000000006,0.01814571606769359,0.7861417964176359,3.8314578120083285,-1.0227110412798093,-3.5896151598630848,-4.329697639099828,0
