date,open,high,low,close,volume
2011-04-15,0.0019000000000002348,-0.0009000000000001229,0.0020000000000000018,-0.007000000000000117,-12600.0
2011-04-18,-0.008400000000000185,-0.016899999999999915,-0.02970000000000006,-0.02499999999999991,7772.0
2011-04-19,-0.023499999999999854,-0.008099999999999996,0.010300000000000198,0.0043999999999999595,-2500.0
2011-04-20,0.0045999999999999375,0.016899999999999915,-0.0008000000000001339,0.02059999999999995,17753.0
2011-04-21,0.020299999999999985,0.012700000000000156,0.02179999999999982,0.0029000000000001247,-9542.0
2011-04-22,0.0029000000000001247,-0.01639999999999997,-0.0036999999999998145,-0.010300000000000198,-43793.0
2011-04-25,-0.010200000000000209,0.005099999999999882,-0.0035000000000000586,0.0045000000000001705,17373.0
2011-04-26,0.0045000000000001705,-0.0121,-0.008000000000000007,-0.010900000000000132,11559.0
2011-04-27,-0.00800000000000023,0.014300000000000201,0.0009000000000001229,0.017400000000000082,15480.0
2011-04-28,0.014300000000000201,0.005099999999999882,0.018299999999999983,0.0005999999999999339,-21535.0
2011-04-29,0.0006999999999999229,-0.0004999999999999449,-0.000400000000000178,0.0020999999999999908,-12053.0
2011-05-02,0.0022999999999999687,0.0028999999999999027,0.0007999999999999119,-0.0022999999999999687,14137.0
2011-05-03,-0.0024999999999999467,-9.999999999998899e-05,-0.0033999999999998476,0.005199999999999871,10434.0
2011-05-04,0.00649999999999995,0.0132000000000001,0.02540000000000009,0.020399999999999974,-3071.0
2011-05-05,0.019099999999999895,0.0027999999999999137,-0.03130000000000033,-0.03929999999999989,10765.0
2011-05-06,-0.03929999999999989,-0.05029999999999979,-0.032099999999999795,-0.04139999999999988,4691.0
2011-05-09,-0.036599999999999966,-0.025000000000000355,-0.023399999999999865,0.0022999999999999687,-81.0
2011-05-10,-0.0024999999999999467,0.0032000000000000917,-0.00140000000000029,0.0034000000000000696,47705.0
2011-05-11,0.0034000000000000696,-0.0027999999999999137,-0.008899999999999686,-0.023600000000000065,-21566.0
2011-05-12,-0.023600000000000065,-0.01770000000000005,-0.0017000000000000348,-0.0014999999999998348,-8719.0
2011-05-13,-0.0014999999999998348,-0.007600000000000051,-0.019500000000000073,-0.025200000000000333,-10356.0
2011-05-16,-0.028000000000000247,-0.018099999999999783,-0.015800000000000036,-0.0009999999999998899,1112.0
2011-05-17,0.0016000000000000458,-0.00020000000000020002,0.0040999999999999925,0.009400000000000075,23463.0
2011-05-18,0.009400000000000075,0.0024000000000001798,0.011400000000000077,-0.0012000000000000899,-23148.0
2011-05-19,-0.0009000000000001229,0.004999999999999893,0.0020000000000000018,0.006600000000000161,-3322.0
2011-05-20,0.006500000000000172,-0.0027999999999999137,-0.009500000000000064,-0.01550000000000007,-10997.0
2011-05-23,-0.01849999999999996,-0.016000000000000014,0.010200000000000209,0.018100000000000005,4304.0
2011-05-24,0.021099999999999897,0.029799999999999827,0.023099999999999676,0.027599999999999847,-17658.0
2011-05-25,0.02279999999999993,0.0132000000000001,0.006800000000000139,-0.006399999999999961,8080.0
2011-05-26,-0.0016000000000000458,0.011700000000000044,0.0039000000000002366,0.0011999999999998678,26766.0
2011-05-27,0.0011999999999998678,0.010499999999999954,0.015499999999999847,0.039200000000000124,-29124.0
2011-05-30,0.03960000000000008,0.014799999999999924,0.018199999999999772,-0.009000000000000119,-42170.0
2011-05-31,-0.009400000000000075,0.0038000000000000256,0.00770000000000004,0.02430000000000021,34354.0
2011-06-01,0.027000000000000135,0.012899999999999912,0.006099999999999994,-0.011099999999999888,3632.0
2011-06-02,-0.013499999999999845,0.006000000000000227,-0.00849999999999973,0.008599999999999941,-7758.0
2011-06-03,0.008299999999999974,0.008199999999999763,0.006899999999999906,0.013199999999999878,7034.0
2011-06-06,0.010999999999999899,-0.0022999999999997467,0.009499999999999842,-0.011900000000000022,4283.0
2011-06-07,-0.009700000000000042,0.0016999999999998128,0.008000000000000007,0.026800000000000157,2393.0
2011-06-08,0.029900000000000038,0.01990000000000003,0.01639999999999997,-2.220446049250313e-16,-10286.0
2011-06-09,-0.0030000000000001137,-0.0034000000000000696,-0.011999999999999789,-0.012499999999999734,-305.0
2011-06-10,-0.012599999999999723,-0.008299999999999752,-0.01660000000000017,-0.015400000000000302,1119.0
2011-07-14,-0.029300000000000104,-0.039100000000000135,-0.0262,-0.025499999999999634,-101597.0
2011-07-15,-0.011499999999999844,-0.016599999999999948,-0.008099999999999996,-0.016200000000000214,34824.0
2011-07-18,-0.020300000000000207,-0.006599999999999939,-0.021099999999999897,-0.0018000000000000238,41600.0
2011-07-19,0.0020999999999999908,-0.0018000000000000238,0.0033000000000000806,-0.006399999999999961,-31118.0
2011-07-20,-0.006399999999999961,-0.001100000000000101,0.0022999999999999687,0.013499999999999845,-3542.0
2011-07-21,0.013399999999999856,0.014399999999999968,0.0017999999999998018,0.0035000000000000586,11115.0
2011-07-22,0.0038000000000000256,-0.01309999999999989,0.0041999999999999815,-0.020499999999999963,-8501.0
2011-07-25,-0.013800000000000034,-0.0045000000000001705,-0.010499999999999954,0.007800000000000029,-6355.0
2011-07-26,0.001100000000000101,0.008099999999999996,0.0026000000000001577,0.0022999999999999687,2874.0
2011-07-27,0.0017999999999998018,0.001100000000000101,-0.0019000000000000128,-0.0038999999999997925,1497.0
2011-07-28,-0.0034999999999996145,-0.008899999999999908,0.00019999999999997797,0.0032999999999998586,5031.0
2011-07-29,0.0031999999999998696,0.010999999999999899,0.013000000000000123,0.023400000000000087,2498.0
2011-08-01,0.03369999999999984,0.034399999999999986,0.03249999999999975,0.0250999999999999,51461.0
2011-08-02,-0.00482999999999989,-0.011949999999999905,-0.01690999999999998,-0.025539999999999896,120292.0
2011-08-03,-0.0022199999999998887,0.012639999999999985,0.007060000000000066,0.017369999999999886,-27087.0
2011-08-04,0.013870000000000049,-0.005530000000000035,-0.01083999999999996,-0.027979999999999894,44467.0
2011-08-05,-0.027960000000000207,-0.00969999999999982,-0.009870000000000045,0.012020000000000142,-19622.0
2011-08-08,0.022010000000000085,-0.00941000000000014,0.006830000000000114,-0.02998000000000034,11349.0
2011-08-09,-0.04017000000000004,-0.0024600000000001288,-0.01625999999999994,0.02588999999999997,27819.0
2011-08-10,0.0007100000000002105,-0.01081999999999983,0.0014899999999999913,-0.021789999999999976,-156342.0
2011-08-11,0.003309999999999924,-0.006320000000000103,-0.009790000000000187,-0.007529999999999815,235956.0
2011-08-12,-0.007130000000000081,-0.0012399999999999078,0.006429999999999936,0.015639999999999876,-36356.0
2011-08-15,0.017169999999999908,0.03216999999999981,0.01882000000000006,0.02342999999999984,-80390.0
2011-08-16,0.016839999999999966,-0.001980000000000093,0.014839999999999964,-0.01142999999999983,-129627.0
2011-08-17,-0.0027999999999999137,0.000400000000000178,-0.016899999999999915,-0.0026000000000001577,28318.0
2011-08-18,0.013129999999999864,0.01045000000000007,0.013910000000000089,0.014040000000000052,-121025.0
2011-08-19,-0.005279999999999951,-0.006040000000000045,-0.000460000000000127,-0.004869999999999708,27531.0
2011-08-22,-0.006769999999999943,-0.004669999999999952,0.01424000000000003,0.019279999999999742,-50960.0
2011-08-23,0.021160000000000068,0.01399999999999979,0.003970000000000029,-0.010820000000000052,22833.0
2011-08-24,-0.021109999999999962,-0.012189999999999701,-0.004830000000000112,0.007580000000000364,-20159.0
2011-08-25,0.017570000000000086,0.0018599999999999728,-0.007339999999999902,-0.023190000000000044,-19843.0
2011-08-26,-0.0024100000000002453,0.01641999999999988,-0.0014899999999999913,0.031889999999999974,157742.0
2011-08-29,0.010990000000000055,-0.0007799999999997809,0.02018999999999993,-0.004370000000000207,-238713.0
2011-08-30,-0.004169999999999785,-0.00136000000000025,-0.012629999999999919,-0.008539999999999992,34097.0
2011-08-31,-0.010170000000000234,-0.024969999999999715,-0.012920000000000043,-0.025229999999999864,81193.0
2011-09-01,-0.01873999999999998,-0.008120000000000127,-0.025639999999999885,-0.007470000000000088,127072.0
2011-09-02,-0.012199999999999989,-0.013800000000000034,0.0009999999999998899,-0.008099999999999996,-13120.0
2011-09-05,-0.012499999999999956,-0.0049000000000001265,-0.007000000000000117,-0.0005999999999999339,-8972.0
2011-09-06,0.0034000000000000696,0.007900000000000018,-0.007600000000000051,-0.016200000000000214,13417.0
2011-09-07,-0.014300000000000201,-0.008499999999999952,-0.006599999999999939,0.012500000000000178,-388.0
2011-09-08,0.010800000000000143,-0.01200000000000001,-0.012699999999999934,-0.02859999999999996,-961.0
2011-09-09,-0.028299999999999992,-0.014100000000000223,-0.02719999999999989,-0.020300000000000207,5189.0
2011-09-12,-0.028400000000000203,-0.023599999999999843,-0.008100000000000218,0.0039000000000000146,3859.0
2011-09-13,0.011800000000000033,0.0019000000000000128,0.006199999999999983,-0.010199999999999987,1077.0
2011-09-14,-0.009800000000000031,-0.00029999999999996696,-0.010299999999999754,0.0044000000000001815,1222.0
2011-09-15,0.0040000000000000036,0.016899999999999915,0.019200000000000106,0.021600000000000064,-3812.0
2011-09-16,0.021500000000000075,0.001100000000000101,0.007699999999999818,-0.0029000000000001247,-4516.0
