date,close,close_change,open,high,low,volume,bb_bbh,bb_bbl,bb_bbm,ATR_10,ATR_20,ATR_40,ATR_60,ATR_120,ROCI_10,ROCI_20,ROCI_40,ROCI_60,ROCI_120,Vortex_diff,Vortex_neg,Vortex_pos,ichimoku_a,ichimoku_b,ichimoku_bl,ichimoku_cl
2015-01-19,1.15947,1,1.15614,1.16388,1.15514,141004,1.225656152602549,1.149431847397451,1.187544,0.009607937898322047,0.008929050000000037,0.0,0.0,0.0,-2.0196557289774146,-4.787439335835176,0.0,0.0,0.0,-0.4123513459985452,0.8764887753850572,0.464137429386512,1.1753149999999999,1.1840899999999999,1.1840899999999999,1.16654
2015-06-08,1.128,1,1.1102299999999998,1.13068,1.1084200000000002,220017,1.1390311761325318,1.079037823867468,1.1090345,0.014026383444914853,0.013063107288978259,0.0125620011478297,0.0,0.011996113259535111,3.509979353062619,-1.4709479053841557,5.179728658678726,4.162819044804767,-2.7141711299128146,0.011416777699402192,0.9781592078794057,0.9895759855788079,1.1138299999999999,1.09936,1.1143049999999999,1.1133549999999999
2015-06-09,1.12926,1,1.12802,1.1345399999999999,1.1214,224134,1.1352808115561777,1.081274188443822,1.1082774999999998,0.01393774510042336,0.01306695192452934,0.012576451119133955,0.0,0.012005645649038986,3.012114135590751,-1.3229639986019008,4.427675747655766,5.16287645974185,-2.1896166438581575,0.07100965205270393,0.9674933592825403,1.0385030113352443,1.1138299999999999,1.09936,1.1143049999999999,1.1133549999999999
2015-06-10,1.13099,1,1.12926,1.13865,1.126,246733,1.1349619609565973,1.0814510390434025,1.1082064999999999,0.013808970590381029,0.013046104328302877,0.012578289841155606,0.0,0.012011015268630328,2.9754805109668325,-0.12539627873298528,4.041175280113315,5.017874553136159,-2.624260635229499,0.027184101987251297,0.9952327387647976,1.0224168407520489,1.1139975,1.09936,1.1143049999999999,1.11369
2015-06-11,1.12458,0,1.13099,1.13315,1.1182,203152,1.1363110612584502,1.0811349387415496,1.108723,0.013923073531342927,0.013141299111887734,0.012637582595126717,0.0,0.012035506808058408,2.6273282289489654,0.9270809961857708,3.500069025815656,3.460077095044014,-0.8892453312416961,-0.02857603699024136,1.0158068765289385,0.9872308395386972,1.1147125,1.09936,1.1143049999999999,1.1151200000000001
2015-06-12,1.12648,1,1.12457,1.12965,1.1151200000000001,214299,1.1381957817301056,1.0808862182698942,1.1095409999999999,0.013983766178208628,0.013210734156293345,0.012684893030248546,0.0,0.012056294251324588,3.143341116147047,1.47371455338161,3.5710345334853435,2.6751615578828387,0.5606141760399787,-0.005138171556359539,0.9973909802459934,0.9922528086896338,1.1180525,1.09992,1.1143049999999999,1.1218
2015-06-14,1.12242,0,1.1210200000000001,1.1231,1.12086,9281,1.1393153118080173,1.0809176881919826,1.1101165,0.013147389560387763,0.012831197448478677,0.012508270704492331,0.0,0.012002658465896883,0.6871434210054183,1.0360875318432554,2.338685412620691,2.088297891692273,0.7404615094644326,0.010848385907631042,0.9843067038811945,0.9951550897888255,1.1180525,1.101885,1.1143049999999999,1.1218
2015-06-15,1.12753,1,1.1224,1.12944,1.11891,200395,1.1412629759620128,1.0816490240379872,1.111456,0.01288565060434898,0.01271613757605474,0.01245881393688002,0.0,0.011990386312014408,0.12787610226535054,2.433817250213481,1.4686692884333195,3.118626706785073,0.22845256720238596,0.03914813654870053,0.9668545777221007,1.0060027142708012,1.11761,1.10458,1.11342,1.1218
2015-06-16,1.1241299999999999,0,1.12752,1.1329799999999999,1.12048,190252,1.1424363983121086,1.0829776016878916,1.1127070000000001,0.012847085543914078,0.012705330697251998,0.01245984358845802,0.0,0.011994633092747621,0.3033736939316202,2.276387258782089,0.24076402450442067,3.8745148771021807,-1.1127922729112099,0.0318975919416602,0.9773883846597775,1.0092859766014377,1.1184175,1.1063399999999999,1.1133,1.123535
2015-06-17,1.13631,1,1.12414,1.1370200000000001,1.12065,218318,1.1451640112318524,1.0841989887681478,1.1146815,0.013199376989522693,0.01288856416238941,0.012557597498746575,0.0,0.012031094483641393,2.256038299557245,3.6004084535292753,1.503376567692134,5.364130333994766,0.7099175751129886,-0.002186800158081703,0.9940455802924518,0.9918587801343701,1.1169099999999998,1.1063399999999999,1.110285,1.123535
2015-06-18,1.1371200000000001,1,1.13626,1.14364,1.13383,236293,1.1466139004818967,1.087597099518103,1.1171054999999999,0.012860439290570435,0.012734635954269944,0.012488907561277914,0.0,0.012012585362944384,2.4220206623852993,4.4532627865961265,1.6329266657729127,6.60666572915202,0.3308716482702156,-0.002797202797203524,0.9929278268900916,0.9901306240928881,1.12108,1.1063399999999999,1.1127799999999999,1.12938
2015-06-19,1.13487,0,1.13714,1.1387200000000002,1.1292,167233,1.1469991260015222,1.0917238739984776,1.1193615,0.012526395361513409,0.012573904156556456,0.01241468487224597,0.0,0.011991813818253183,0.609042553191503,4.14039917412251,1.793931130983883,7.040991492331767,0.585857869639977,-0.02982601491300707,1.011919715637277,0.9820937007242699,1.12108,1.1063399999999999,1.1127799999999999,1.12938
2015-06-21,1.1361299999999999,1,1.13771,1.1378,1.13575,6565,1.1477613406719174,1.0949506593280827,1.121356,0.011566755825362056,0.012091708948728627,0.012177567750439818,0.0,0.011916298703101071,0.6083629987779547,3.6388017222506006,1.6243727470325438,7.1174008146024885,0.48023348368265883,-0.040220253770649306,1.0072619902641458,0.9670417364934965,1.12108,1.10664,1.1127799999999999,1.12938
2015-06-22,1.1345100000000001,0,1.1361299999999999,1.1410200000000001,1.1312,178764,1.1479151320251846,1.0984168679748152,1.1231659999999999,0.011392080242825866,0.011978123501292204,0.012118628556678827,0.0,0.011898829547241896,0.31123175271224235,3.295972903824968,0.052914252453912215,7.3137279013233245,0.05644386040727543,-0.006281339300156175,0.9980320267428692,0.991750687442713,1.12108,1.10664,1.1127799999999999,1.12938
2015-06-23,1.11745,0,1.1345,1.1346,1.11351,210421,1.1458006457840237,1.1026973542159764,1.124249,0.012361872218543285,0.012433717326227596,0.012342912842761858,0.0,0.011975422634348214,-0.6340144765156644,1.9766561111161822,-0.621642773291579,4.958390472075603,-2.4614847466503735,0.009911656970480798,0.9827623357035123,0.9926739926739931,1.1206775,1.112585,1.1127799999999999,1.128575
2015-06-24,1.1205399999999999,1,1.11744,1.12347,1.1159700000000001,191872,1.141577481457027,1.109759518542973,1.1256685,0.01187568499668894,0.012187031459916207,0.012221840021692808,0.0,0.011938127445728645,-0.5273062992685229,2.599459781165583,0.034816765611738645,4.955836759926194,-0.9817523085759885,0.04870595234875674,0.9658165886902677,1.0145225410390244,1.1206775,1.1143049999999999,1.1127799999999999,1.128575
